"#","Application.Term","GPA.2145","GPA.2155","GPA.2165","GPA.2175","GPA.2185","cgpa","Current.Program","Total","Total.English","Math.Placement.Exam.Score","Physics.Placement.Score","SAT.Reading","SAT.Writing","SAT.Math","SAT.Total","Transcripts","Description/Qualification.(G12,.IGCSE,.AS,.A.Level,.Uni,.etc)","Curriculum","English","EnglishGrade","math","MathGrade","Physics","PhysicsGrade","Grit_1","Grit_2","Grit_3","Grit_4","Grit_5","Grit_6","Grit_7","Grit_8","Grit_9","Grit_10","Grit_11","Grit_12","SelfControl_1","SelfControl_2","SelfControl_3","SelfControl_4","SelfControl_5","SelfControl_6","SelfControl_7","SelfControl_8","SelfControl_9","SelfControl_10"
56,2171,0,0,0,2.56,2.47,2.47,"Bachelor of Science in Electrical Engineering",6,"6",13,12,NA,NA,NA,NA,"Y","Y","American","87",0,"72",0,"69",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2171,0,0,0,3.17,3.11,3.11,"Bachelor of Science in Computing Security",6.5,"567",21,16,NA,NA,NA,NA,"Y","Y","British","A",0,"C",0,"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,2161,0,0,3.88,3.85,3.85,3.85,"Bachelor of Science in Industrial Engineering",7.5,"7.5",22,17,NA,NA,NA,NA,"AS level","AS level","British","A",0,"A",0,"A",0,"Very much like me","Somewhat like me","Very much like me","Very much like me","Somewhat like me","Mostly like me","Somewhat like me","Not like me at all","Mostly like me","Very much like me","Very much like me","Very much like me","Very much like me","Somewhat like me","Mostly like me","Not much like me","Not much like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Not much like me"
59,2151,0,2.86,2.62,2.65,2.69,2.69,"Bachelor of Science in Mechanical Engineering",7.5,"96",24,15,NA,NA,NA,NA,"IGCSE, AS, A Level(predicted)","A, AS, O Level","British","C",0,"C",0,"E",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,2141,2.6,2.41,2.28,2.21,2.13,2.13,"Bachelor of Science in Mechanical Engineering",5.5,"513, 523 Exmpt-WS",16,10,NA,NA,NA,NA,"IGCSE","IGCSE","British","B",0,"C",0,"C",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,2141,3.06,3.1,3.07,3.03,2.97,2.97,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",21,15,NA,NA,NA,NA,"IGCSE/AS LEVEL","A, AS Level","British","C",0,"A",0,"B",0,"Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Not much like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me"
62,2171,0,0,0,3.58,3.63,3.63,"Bachelor of Science in Computing Security",7.5,"607",21,17,NA,NA,NA,NA,"Y","Y","African","81",4,"A+",4,"B",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,2161,0,0,2.04,2.13,2.16,2.16,"Bachelor of Science in Computing Security",5.5,"20",15,7,380,360,500,1240,"Y","Y","Indian","61",0,"0",0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,2151,0,3.83,3.69,3.44,3.44,3.44,"Bachelor of Science in Mechanical Engineering",7.5,"7.5",18,12,NA,NA,NA,NA,NA,NA,"British","A+",0,"C",0,"C",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,2171,0,0,0,2.43,2.4,2.4,"Bachelor of Science in Electrical Engineering",7.5,"7.5",16,14,NA,NA,NA,NA,"Y","Y","Indian","77",0,"38",0,"62",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,2151,0,3.49,3.65,3.66,3.68,3.68,"Bachelor of Science in Mechanical Engineering",7,"7",10,12,NA,NA,NA,NA,NA,"CBSE, HS Diploma","Indian","88",0,"52.5",0,"80",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,2171,0,0,0,2.4,2.67,2.67,"Bachelor of Science in Computing Security",7,"547; 570",22,17,NA,NA,NA,NA,"Y","Y","British","A",0,"A",0,"A",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2171,0,0,0,3.79,3.67,3.67,"Bachelor of Science in Mechanical Engineering",9,"677",28,22,NA,NA,NA,NA,"Y","Y","British","B",0,"A",0,"A",0,"Very much like me","Somewhat like me","Not much like me","Somewhat like me","Not like me at all","Very much like me","Not like me at all","Mostly like me","Mostly like me","Very much like me","Somewhat like me","Mostly like me","Not like me at all","Not much like me","Not like me at all","Very much like me","Mostly like me","Mostly like me","Not like me at all","Not like me at all","Not much like me","Not much like me"
69,2161,0,0,3.91,3.86,3.87,3.87,"Bachelor of Science in Mechanical Engineering",7.5,"607",21,20,NA,NA,NA,NA,"A(pred), AS, O Level","A(pred), AS, O Level","British","A",0,"A",0,"A",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2161,0,0,1.9,1.79,0,1.79,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",20,15,NA,NA,NA,NA,"Y","Y","British","C",0,"A",0,"A",0,"Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Not much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me"
71,2171,0,0,0,2.62,2.13,2.13,"Bachelor of Science in Computing Security",7,"577",17,13,NA,NA,NA,NA,"Y","Y","British","60",0,"81",0,"65",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2161,0,0,1.94,1.98,0,1.98,"Bachelor of Science in Microelectronic Engineering",7,"95",10,7,NA,NA,NA,NA,"Y","Y","African","90",4,"80",4,"65",3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,2145,2,2.23,2.17,2.12,2.24,2.24,"Bachelor of Science in Mechanical Engineering",5.5,"5.5, 520, 527, 533, Exmpt-WS",18,13,NA,NA,NA,NA,"G11-12","Diploma","African","40",2,"40",2,"40",2,"Mostly like me","Somewhat like me","Very much like me","Not much like me","Mostly like me","Mostly like me","Mostly like me","Mostly like me","Somewhat like me","Very much like me","Not much like me","Mostly like me","Very much like me","Mostly like me","Very much like me","Not much like me","Not much like me","Somewhat like me","Mostly like me","Very much like me","Mostly like me","Mostly like me"
74,2141,2.44,1.91,1.94,1.96,2.03,2.03,"Bachelor of Science in Computing Security",5,"410, 447, 470, 480, 507 Exmpt-WS",12,9,NA,NA,NA,NA,"Y","Form 6, Diploma","African","67.8",3.3,"61",3.3,"64",3.3,"Somewhat like me","Very much like me","Somewhat like me","Not much like me","Very much like me","Not like me at all","Somewhat like me","Not much like me","Not much like me","Not much like me","Somewhat like me","Mostly like me","Very much like me","Somewhat like me","Very much like me","Somewhat like me","Not much like me","Not much like me","Mostly like me","Very much like me","Not much like me","Not like me at all"
75,2175,0,0,0,3.69,0,3.69,"Bachelor of Science in Mechanical Engineering",8,"627",18,14,NA,NA,NA,NA,"G12","G12","African","59",3,"64",3.3,NA,0,"Very much like me","Somewhat like me","Not much like me","Mostly like me","Somewhat like me","Very much like me","Not much like me","Not much like me","Mostly like me","Somewhat like me","Mostly like me","Very much like me","Mostly like me","Very much like me","Mostly like me","Not much like me","Not much like me","Not much like me","Not much like me","Not much like me","Not like me at all","Not much like me"
76,2165,0,0,3,2.45,2.51,2.51,"Bachelor of Science in Computing Security",6.5,"6.5",6,8,NA,NA,NA,NA,"Y","Y","Others","96",4,"86",3,"86",3,"Very much like me","Very much like me","Not much like me","Mostly like me","Not like me at all","Mostly like me","Not like me at all","Not much like me","Somewhat like me","Mostly like me","Very much like me","Mostly like me","Mostly like me","Not much like me","Not like me at all","Somewhat like me","Somewhat like me","Very much like me","Not much like me","Not like me at all","Somewhat like me","Not like me at all"
77,2171,0,0,0,2.32,2.25,2.25,"Bachelor of Science in Computing Security",6.5,"82",27,27,NA,NA,NA,NA,"G9, G10, G11, G12","Y","Indian","A2",0,"B1",0,"A2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,2151,0,3.84,3.91,3.87,3.87,3.87,"Bachelor of Science in Mechanical Engineering",8,"8",23,18,600,670,670,1940,"G9-11, G12(predicted)","CBSE","Indian","A",0,"A",0,"A",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,2151,0,3.48,3.59,3.58,3.63,3.63,"Bachelor of Science in Computing Security",7.5,"7.5",21,9,NA,NA,NA,NA,"G10-12","CBSE, Diploma","Indian","87",0,"95",0,"0",0,"Very much like me","Somewhat like me","Somewhat like me","Somewhat like me","Not much like me","Mostly like me","Mostly like me","Very much like me","Mostly like me","Not much like me","Somewhat like me","Very much like me","Very much like me","Mostly like me","Not much like me","Not much like me","Not much like me","Somewhat like me","Not much like me","Not much like me","Not much like me","Not much like me"
80,2171,0,0,0,1.56,0.95,0.95,"NODEG-NON(INTB)",6.5,"6/ 6.5",12,9,NA,NA,NA,NA,"Y","Y","Others","95",4,"76",3,"95",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,2171,0,0,0,2.49,2.41,2.41,"Bachelor of Science in Mechanical Engineering",6,"6",9,2,NA,NA,NA,NA,"Y","Y","MOE","87",0,"93",0,"95",0,"Mostly like me","Mostly like me","Mostly like me","Mostly like me","Somewhat like me","Mostly like me","Mostly like me","Mostly like me","Mostly like me","Mostly like me","Mostly like me","Very much like me","Very much like me","Very much like me","Mostly like me","Mostly like me","Very much like me","Mostly like me","Mostly like me","Not much like me","Very much like me","Very much like me"
82,2141,3.96,3.96,3.96,3.97,3.97,3.97,"Bachelor of Science in Mechanical Engineering",9,"670",19,17,650,510,700,1860,"Y","G12(IB), Diploma","American","B",0,"B+",0,"A-",0,"Very much like me","Not much like me","Somewhat like me","Mostly like me","Not much like me","Very much like me","Not much like me","Not much like me","Very much like me","Very much like me","Not much like me","Mostly like me","Somewhat like me","Not much like me","Somewhat like me","Very much like me","Mostly like me","Very much like me","Somewhat like me","Somewhat like me","Somewhat like me","Not much like me"
83,2161,0,0,3.1,3.06,3.08,3.08,"Bachelor of Science in Microelectronic Engineering",7.5,"7.5",7,8,NA,NA,NA,NA,"G12","G12","American","97",0,"99",0,"94",0,"Very much like me","Mostly like me","Mostly like me","Very much like me","Mostly like me","Very much like me","Very much like me","Not like me at all","Very much like me","Very much like me","Very much like me","Very much like me","Somewhat like me","Mostly like me","Mostly like me","Mostly like me","Mostly like me","Very much like me","Somewhat like me","Somewhat like me","Not much like me","Not like me at all"
84,2141,2.37,2.77,2.95,2.99,3.04,3.04,"Bachelor of Science in Mechanical Engineering",8,"620",16,16,NA,NA,NA,NA,"IGCSE","IGCSE","British","B",0,"B",0,"A",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,2171,0,0,0,2.41,2.38,2.38,"Bachelor of Science in Mechanical Engineering",8.5,"640",20,19,NA,NA,NA,NA,"Y","Y","IB","5",0,"3",0,"3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2171,0,0,0,2.8,2.55,2.55,"Bachelor of Science in Computing Security",7.5,"7.5",21,10,NA,NA,NA,NA,"G12","Y","IB","4",0,"4",0,"4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,2151,0,2.44,2.71,2.82,2.85,2.85,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",24,6,NA,NA,NA,NA,"Uni, IGCSE, G12, G13-IB","IB, Equivalence","American","60",0,"66",0,"45",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,2165,0,0,2.83,2.81,2.77,2.77,"Bachelor of Science in Mechanical Engineering",6.5,"553",17,14,200,200,430,830,"G12","Y","American","76",0,"84",0,"75",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,2161,0,0,3.75,3.66,3.5,3.5,"Bachelor of Science in Microelectronic Engineering",7.5,"7.5",20,21,NA,NA,NA,NA,"G12","G12","American","93.4",0,"97.5",0,"98",0,"Mostly like me","Somewhat like me","Mostly like me","Mostly like me","Not much like me","Mostly like me","Not much like me","Very much like me","Mostly like me","Mostly like me","Mostly like me","Very much like me","Not much like me","Not much like me","Not much like me","Mostly like me","Very much like me","Mostly like me","Not much like me","Not like me at all","Not like me at all","Somewhat like me"
90,2171,0,0,0,1.75,1.64,1.64,"Bachelor of Science in Industrial Engineering",6.5,"6.5",11,13,460,460,520,1440,"Y","Y","American","76",0,"60",0,"63",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,2151,0,2.22,2.12,2.09,1.96,1.96,"Bachelor of Science in Electrical Engineering",6,"473/ 483/6 WS 2151 Exmpt-WS",13,13,NA,NA,NA,NA,"Uni","G12","American","71",0,"84",0,"83",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,2161,0,0,2.48,2.61,2.57,2.57,"Bachelor of Science in Industrial Engineering",7.5,"590",10,9,NA,NA,NA,NA,"2.7","2.7","American","88",0,"70",0,"75",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2171,0,0,0,2.49,0,2.49,"Bachelor of Science in Computing Security",7,"7",13,7,510,510,540,1560,"G10, G11, G12","Y","American","82.3",0,"92.6",0,"97",0,"Very much like me","Not much like me","Mostly like me","Very much like me","Mostly like me","Somewhat like me","Not much like me","Mostly like me","Very much like me","Very much like me","Not much like me","Very much like me","Mostly like me","Not like me at all","Not much like me","Very much like me","Mostly like me","Mostly like me","Somewhat like me","Not like me at all","Not like me at all","Not like me at all"
94,2171,0,0,0,2.89,2.39,2.39,"Bachelor of Science in Electrical Engineering",6,"520/ 530 / 540",18,18,NA,NA,NA,NA,"Uni Transcript","Y","American","87",0,"70",0,"80",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,2161,0,0,2.35,2.48,2.56,2.56,"Bachelor of Science in Computing Security",5.5,"503/513",22,18,NA,NA,NA,NA,"G10,G11,G12","G10,G11,G12","American","63",0,"90",0,"83",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,2151,0,3.36,3.22,3.31,3.1,3.1,"Bachelor of Science in Electrical Engineering",7.5,"96",20,13,460,400,610,1470,"G10-12","G12, HS Diploma","American","100",0,"100",0,"99",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,2151,0,1.91,2.22,2.22,2.4,2.4,"Bachelor of Science in Computing Security",6.5,"6.5",10,12,NA,NA,NA,NA,"G9-10, G11(Final Yr)","G11, Equivalency","Others","80",3,"80",3,"80",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,2171,0,0,0,0.5,0.89,0.89,"Bachelor of Science in Industrial Engineering",7,"583",10,13,NA,NA,NA,NA,"Y","Y","IB","4",0,"2",0,"2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,2151,0,2.46,2.33,2.35,0,2.35,"Bachelor of Science in Mechanical Engineering",6.5,"503, 5.5, 6.5",21,18,NA,NA,NA,NA,"G9-11","Form 11, HS Diploma","Others","4 Good",3,"5 Excellent",4,"5 Excellent",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,2171,0,0,0,3.67,1.69,1.69,"Bachelor of Science in Mechanical Engineering",5,"420/ 5",13,6,NA,NA,NA,NA,"G10,. G11, G12","G10,. G11, G12","African","90",4,"80",4,"85",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,2161,0,0,2.6,2.04,2.11,2.11,"Bachelor of Science in Mechanical Engineering",7.5,"7.5",9,9,NA,NA,NA,NA,"G10, G11, G12","G10, G11, G12","British","80",0,"66",0,"55",0,"Somewhat like me","Mostly like me","Mostly like me","Somewhat like me","Mostly like me","Mostly like me","Somewhat like me","Somewhat like me","Somewhat like me","Not much like me","Somewhat like me","Mostly like me","Not much like me","Not much like me","Somewhat like me","Somewhat like me","Somewhat like me","Somewhat like me","Not like me at all","Not much like me","Not much like me","Not much like me"
103,2161,0,0,2.88,3.08,3.12,3.12,"Bachelor of Science in Computing Security",7.5,"610",13,12,NA,NA,NA,NA,"Y","Y","IB","4",0,"2",0,"0",0,"Mostly like me","Somewhat like me","Not much like me","Mostly like me","Not like me at all","Mostly like me","Mostly like me","Not much like me","Very much like me","Mostly like me","Somewhat like me","Somewhat like me","Very much like me","Mostly like me","Not much like me","Not like me at all","Not like me at all","Somewhat like me","Mostly like me","Mostly like me","Mostly like me","Mostly like me"
104,2171,0,0,0,2.08,1.82,1.82,"Bachelor of Science in Mechanical Engineering",8,"633",14,15,590,590,560,1740,"Y","Y","IB","5",0,"4",0,"0",0,"Very much like me","Very much like me","Very much like me","Not much like me","Very much like me","Mostly like me","Somewhat like me","Not like me at all","Mostly like me","Mostly like me","Very much like me","Very much like me","Very much like me","Not like me at all","Not much like me","Very much like me","Very much like me","Somewhat like me","Very much like me","Not much like me","Not much like me","Not like me at all"
105,2171,0,0,0,2.44,2.25,2.25,"Bachelor of Science in Electrical Engineering",6.5,"6.5",10,8,NA,NA,NA,NA,"Y","Y","IB","100",0,"100",0,"0",0,"Somewhat like me","Mostly like me","Very much like me","Somewhat like me","Not much like me","Mostly like me","Not much like me","Not much like me","Mostly like me","Somewhat like me","Not much like me","Very much like me","Very much like me","Very much like me","Not much like me","Very much like me","Not like me at all","Mostly like me","Very much like me","Somewhat like me","Somewhat like me","Not much like me"
106,2165,0,0,1.67,2.07,1.88,1.88,"Bachelor of Science in Mechanical Engineering",6.5,"6.5",5,9,370,350,400,1120,"G10, G11,G12","Y","British","98",0,"97",0,"96",0,"Very much like me","Somewhat like me","Not much like me","Mostly like me","Not like me at all","Mostly like me","Somewhat like me","Not like me at all","Mostly like me","Mostly like me","Mostly like me","Very much like me","Not like me at all","Not like me at all","Not much like me","Very much like me","Very much like me","Very much like me","Somewhat like me","Not like me at all","Not like me at all","Not much like me"
